,conflict_id,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year,intensity_level,cumulative_intensity,type_of_conflict,start_date,start_prec,start_date2,start_prec2,ep_end,ep_end_date,ep_end_prec,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,region,version
43,208,Laos,Government of France,33,,Lao Issara,167,,1: Territory,Laos,1946,1: Minor Conflict,0,1: Extrasystemic (government and external non-state actor),1946-03-31,4,1946-03-31,4,0,,,220,,,,812,3,18.1
44,208,Laos,Government of France,33,,Lao Issara,167,,1: Territory,Laos,1947,1: Minor Conflict,0,1: Extrasystemic (government and external non-state actor),1946-03-31,4,1946-03-31,4,0,,,220,,,,812,3,18.1
45,208,Laos,Government of France,33,,Lao Issara,167,,1: Territory,Laos,1948,1: Minor Conflict,0,1: Extrasystemic (government and external non-state actor),1946-03-31,4,1946-03-31,4,0,,,220,,,,812,3,18.1
46,208,Laos,Government of France,33,,Lao Issara,167,,1: Territory,Laos,1949,1: Minor Conflict,0,1: Extrasystemic (government and external non-state actor),1946-03-31,4,1946-03-31,4,0,,,220,,,,812,3,18.1
47,208,Laos,Government of France,33,,Lao Issara,167,,1: Territory,Laos,1950,1: Minor Conflict,1,1: Extrasystemic (government and external non-state actor),1946-03-31,4,1946-03-31,4,0,,,220,,,,812,3,18.1
48,208,Laos,Government of France,33,,Lao Issara,167,,1: Territory,Laos,1951,1: Minor Conflict,1,1: Extrasystemic (government and external non-state actor),1946-03-31,4,1946-03-31,4,0,,,220,,,,812,3,18.1
49,208,Laos,Government of France,33,,Lao Issara,167,,1: Territory,Laos,1952,1: Minor Conflict,1,1: Extrasystemic (government and external non-state actor),1946-03-31,4,1946-03-31,4,0,,,220,,,,812,3,18.1
50,208,Laos,Government of France,33,,Lao Issara,167,,1: Territory,Laos,1953,1: Minor Conflict,1,1: Extrasystemic (government and external non-state actor),1946-03-31,4,1946-03-31,4,1,1953-12-31,5.0,220,,,,812,3,18.1
51,209,Philippines,Government of Philippines,154,,Huk,168,,2: Government,,1946,2: War,1,3: Internal (between government and internal opposition),1946-07-31,4,1946-07-31,4,0,,,840,,,,840,3,18.1
52,209,Philippines,Government of Philippines,154,,Huk,168,,2: Government,,1947,2: War,1,3: Internal (between government and internal opposition),1946-07-31,4,1946-07-31,4,0,,,840,,,,840,3,18.1
53,209,Philippines,Government of Philippines,154,,Huk,168,,2: Government,,1948,2: War,1,3: Internal (between government and internal opposition),1946-07-31,4,1946-07-31,4,0,,,840,,,,840,3,18.1
54,209,Philippines,Government of Philippines,154,,Huk,168,,2: Government,,1949,2: War,1,3: Internal (between government and internal opposition),1946-07-31,4,1946-07-31,4,0,,,840,,,,840,3,18.1
55,209,Philippines,Government of Philippines,154,,Huk,168,,2: Government,,1950,2: War,1,3: Internal (between government and internal opposition),1946-07-31,4,1946-07-31,4,0,,,840,,,,840,3,18.1
56,209,Philippines,Government of Philippines,154,,Huk,168,,2: Government,,1951,2: War,1,3: Internal (between government and internal opposition),1946-07-31,4,1946-07-31,4,0,,,840,,,,840,3,18.1
57,209,Philippines,Government of Philippines,154,,Huk,168,,2: Government,,1952,2: War,1,3: Internal (between government and internal opposition),1946-07-31,4,1946-07-31,4,0,,,840,,,,840,3,18.1
58,209,Philippines,Government of Philippines,154,,Huk,168,,2: Government,,1953,2: War,1,3: Internal (between government and internal opposition),1946-07-31,4,1946-07-31,4,0,,,840,,,,840,3,18.1
59,209,Philippines,Government of Philippines,154,,Huk,168,,2: Government,,1954,2: War,1,3: Internal (between government and internal opposition),1946-07-31,4,1946-07-31,4,1,1954-12-31,5.0,840,,,,840,3,18.1
60,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1969,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
61,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1970,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
62,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1971,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
63,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1972,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
64,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1973,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
65,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1974,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
66,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1975,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
67,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1976,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
68,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1977,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
69,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1978,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
70,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1979,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
71,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1980,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
72,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1981,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
73,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1982,2: War,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
74,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1983,2: War,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
75,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1984,2: War,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
76,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1985,2: War,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
77,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1986,2: War,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
78,209,Philippines,Government of Philippines,154,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","169, 170",,2: Government,,1987,2: War,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
79,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1988,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
80,209,Philippines,Government of Philippines,154,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","169, 170",,2: Government,,1989,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
81,209,Philippines,Government of Philippines,154,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","169, 170",,2: Government,,1990,2: War,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
82,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1991,2: War,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
83,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1992,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
84,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1993,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
85,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1994,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,18.1
86,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1995,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1969-09-30,4,1,1995-11-29,1.0,840,,,,840,3,18.1
87,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1997,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1997-11-23,1,1,1997-12-30,3.0,840,,,,840,3,18.1
88,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,1999,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,18.1
89,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,2000,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,18.1
90,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,2001,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,18.1
91,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,2002,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,18.1
92,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,2003,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,18.1
93,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,2004,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,18.1
94,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,2005,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,18.1
95,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,2006,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,18.1
96,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,2007,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,18.1
97,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,2008,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,18.1
98,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,2009,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,18.1
99,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,2010,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,18.1
100,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,2011,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,18.1
101,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,2012,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,18.1
102,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,2013,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,18.1
103,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,2014,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,18.1
104,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,2015,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,18.1
105,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,2016,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,18.1
106,209,Philippines,Government of Philippines,154,,CPP,169,,2: Government,,2017,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-07-31,4,1999-06-06,1,1,2017-12-03,1.0,840,,,,840,3,18.1
107,210,Russia (Soviet Union),Government of Russia (Soviet Union),57,,Forest Brothers,171,,1: Territory,Estonia,1946,1: Minor Conflict,0,3: Internal (between government and internal opposition),1944-12-31,6,1946-12-31,5,0,,,365,,,,365,1,18.1
108,210,Russia (Soviet Union),Government of Russia (Soviet Union),57,,Forest Brothers,171,,1: Territory,Estonia,1947,1: Minor Conflict,1,3: Internal (between government and internal opposition),1944-12-31,6,1946-12-31,5,0,,,365,,,,365,1,18.1
109,210,Russia (Soviet Union),Government of Russia (Soviet Union),57,,Forest Brothers,171,,1: Territory,Estonia,1948,1: Minor Conflict,1,3: Internal (between government and internal opposition),1944-12-31,6,1946-12-31,5,1,1948-12-31,5.0,365,,,,365,1,18.1
110,211,Russia (Soviet Union),Government of Russia (Soviet Union),57,,"LNPA, LTS(p)A","172, 173",,1: Territory,Latvia,1946,1: Minor Conflict,0,3: Internal (between government and internal opposition),1945-12-31,6,1946-12-31,5,1,1946-12-31,5.0,365,,,,365,1,18.1
111,212,Russia (Soviet Union),Government of Russia (Soviet Union),57,,BDPS,174,,1: Territory,Lithuania,1946,2: War,1,3: Internal (between government and internal opposition),1946-06-30,4,1946-06-30,4,0,,,365,,,,365,1,18.1
112,212,Russia (Soviet Union),Government of Russia (Soviet Union),57,,BDPS,174,,1: Territory,Lithuania,1947,2: War,1,3: Internal (between government and internal opposition),1946-06-30,4,1946-06-30,4,0,,,365,,,,365,1,18.1
113,212,Russia (Soviet Union),Government of Russia (Soviet Union),57,,BDPS,174,,1: Territory,Lithuania,1948,1: Minor Conflict,1,3: Internal (between government and internal opposition),1946-06-30,4,1946-06-30,4,1,1948-12-31,5.0,365,,,,365,1,18.1
114,213,Russia (Soviet Union),Government of Russia (Soviet Union),57,,UPA,175,,1: Territory,Ukraine,1946,2: War,1,3: Internal (between government and internal opposition),1941-12-31,5,1946-12-31,5,0,,,365,,,,365,1,18.1
115,213,Russia (Soviet Union),Government of Russia (Soviet Union),57,,UPA,175,,1: Territory,Ukraine,1947,2: War,1,3: Internal (between government and internal opposition),1941-12-31,5,1946-12-31,5,0,,,365,,,,365,1,18.1
116,213,Russia (Soviet Union),Government of Russia (Soviet Union),57,,UPA,175,,1: Territory,Ukraine,1948,2: War,1,3: Internal (between government and internal opposition),1941-12-31,5,1946-12-31,5,0,,,365,,,,365,1,18.1
117,213,Russia (Soviet Union),Government of Russia (Soviet Union),57,,UPA,175,,1: Territory,Ukraine,1949,1: Minor Conflict,1,3: Internal (between government and internal opposition),1941-12-31,5,1946-12-31,5,0,,,365,,,,365,1,18.1
118,213,Russia (Soviet Union),Government of Russia (Soviet Union),57,,UPA,175,,1: Territory,Ukraine,1950,1: Minor Conflict,1,3: Internal (between government and internal opposition),1941-12-31,5,1946-12-31,5,1,1950-12-31,5.0,365,,,,365,1,18.1
119,214,"France, Thailand",Government of France,33,,Government of Thailand,147,,1: Territory,Northern Cambodia,1946,1: Minor Conflict,0,2: Interstate (between two countries' governments),1946-05-07,1,1946-05-07,1,1,1946-11-17,1.0,220,,800,,"220, 800","1, 3",18.1
120,215,"Albania, United Kingdom",Government of Albania,45,,Government of United Kingdom,28,,1: Territory,Korfu Channel,1946,1: Minor Conflict,0,2: Interstate (between two countries' governments),1946-10-22,1,1946-10-22,1,1,1946-12-31,5.0,339,,200,,"200, 339",1,18.1
121,216,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1: Territory,Vietnam,1946,2: War,1,1: Extrasystemic (government and external non-state actor),1946-11-20,1,1946-11-20,1,0,,,220,,,,816,3,18.1
122,216,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1: Territory,Vietnam,1947,2: War,1,1: Extrasystemic (government and external non-state actor),1946-11-20,1,1946-11-20,1,0,,,220,,,,816,3,18.1
123,216,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1: Territory,Vietnam,1948,2: War,1,1: Extrasystemic (government and external non-state actor),1946-11-20,1,1946-11-20,1,0,,,220,,,,816,3,18.1
124,216,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1: Territory,Vietnam,1949,2: War,1,1: Extrasystemic (government and external non-state actor),1946-11-20,1,1946-11-20,1,0,,,220,,,,816,3,18.1
125,216,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1: Territory,Vietnam,1950,2: War,1,1: Extrasystemic (government and external non-state actor),1946-11-20,1,1946-11-20,1,0,,,220,,,,816,3,18.1
126,216,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1: Territory,Vietnam,1951,2: War,1,1: Extrasystemic (government and external non-state actor),1946-11-20,1,1946-11-20,1,0,,,220,,,,816,3,18.1
127,216,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1: Territory,Vietnam,1952,2: War,1,1: Extrasystemic (government and external non-state actor),1946-11-20,1,1946-11-20,1,0,,,220,,,,816,3,18.1
128,216,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1: Territory,Vietnam,1953,2: War,1,1: Extrasystemic (government and external non-state actor),1946-11-20,1,1946-11-20,1,0,,,220,,,,816,3,18.1
